caption,file_name_1,file_name_2,file_name_3,file_name_4,file_name_5,file_name_6,file_name_7,file_name_8,file_name_9,file_name_10
A crowd of people are chanting and shouting as a car drives past.,Oxford Cambridge boat race 2010.wav,times_square.wav,wien_demo.wav,jf Resonant Space.wav,F-1-race-cars-restart-1stLap-Turn11-DR081.wav,20110212_mercado.05.wav,"Call to Prayer, Old Dehli.wav",Ambience outside a series of restaurants.wav,Amusement Park (Ambience).wav,20100806.stockholm.street.ambiance.wav
pieces of metal makes noise as they are being scattered around the floor.,Snapping Stick.wav,plastic foil (outdoor recording).wav,walking on lava.wav,Footsteps on Wood floor 1.wav,footsteps-gravel-birds.wav,Chewing_Fx.wav,Glasses Kitchen_IO.wav,WaterDrops.wav,3 persons walking slowly on grass noisy ambient 2.wav,fly 1 sands_05.wav
The oceans waves are hitting the beach and birds are chirping.,CFX-20130331-UK-DorsetHarbour02.wav,Day 10 10th July acclivity Seaside Town Soundscape.wav,bebops_wind2.wav,Sea Waves Splash the Beach on the Isle of Wight Coast.wav,pineforest winter NL SHORT 130110_00.wav,Desert at Night.wav,Rain And Birds Chirping Krucifix Productions Sound Effects.wav,The Commons.wav,Pirita Storm waves06.12.2015.wav,Storm wind.wav
A wood cutting machine at a mill is continuously running and two cutting strokes takes place.,ambiant hangar sound.wav,JM_MACHINE_Coffee Machine 01 - Office.wav,Construction Work 1 - 44.1kHz16Bit - Measurement Mirophone - Mono - TASCAM_DR40 - normalized - fade in and fade out low-3.wav,WM_drain_pre_spin_cycle_24_96_mono.wav,sd_coffee3.wav,bumble bee web.wav,lift_relais.wav,faucet2.wav,raindrops on metal_police background.wav,Machine.wav
A person is starting the machine in the workshop.,JM_MACHINE_Coffee Machine 01 - Office.wav,sd_coffee3.wav,refrigerator buzzing.wav,dremmel-noise2.wav,washing_machine_beginning.wav,Interference3.wav,JM_NOIZ_Buzz 01 - Neon Light.wav,bitmapnoise3.wav,kitchen refrigerator working.wav,Electromagnetic Waves on a Macbook Pro.wav
The phone is ringing continuously but no one is answering.,telefono_en_espera.wav,telephone ring.wav,Hair Clippers 2.wav,Bell7.wav,BRITISH PHONE.wav,Short circuit.wav,KMC_Bell_Ring_01.wav,resonante bass ring-15.J.wav,GobletPing2LHR.wav,texting with i-phone.wav
A sport car moving longside a siren fitted vehicle.,Sirena_24.05.11.wav,Whelen Piercer.wav,ship horn.wav,STREET_AMBULANCE_01.wav,police motorcycle distance to stop.wav,"Sredniy Nikolopeskovsky lane, evening ambiance.wav",PlanetaryAndXporterSingleLoop_STTOS_recreated.wav,Ambulence - WARNING LOUD.wav,traffic from inside an apartment.wav,stoplight.wav
Continuous bubbles being blown and popped in a liquid.,Water_bubbles_stereo_StereoPiezo_44_24.wav,gootsteen.wav,water blups.wav,ambient bubbling liquid.wav,drainage pipe running.wav,20130825-Water-fountain-Slavonice.wav,Running water 20121021T2335.wav,creekclose.wav,Stream Running Into Pond.wav,Water on tarp 2.wav
Echoing ambience of people talking continues on as a squeaky door is opened and closed.,steps in the station.wav,indoors house ambient living room tone distant neighbours and traffic.wav,Cityscape 02 100208.wav,tube_arriving.wav,UoA_Kcq_voices2_120224.wav,01451 war scene arrangement 1.wav,erilee_tram_over_bridge.wav,istanbul tram.wav,inside an old factory under recustruction.wav,Travers.wav
someone is using closing and opening a zip a lot of times.,FX_Closing Sqeezing Wooden Door.wav,closing washing machine.wav,door_squeaky.wav,Gun Handling.wav,Squeaking of door handle and rumbling of door.wav,creaky-door-11.wav,entering1.wav,ouverture-contenair_1.wav,hits_bathroomStomp.wav,RKeaton_EMF366_3_Water In Glass Bottle with Metal Cap.wav
Rain drops while birds chirp in the background and vehicles drive by.,The Commons.wav,Heavy wind and rain.wav,Rain 02 091012.wav,Rain And Birds Chirping Krucifix Productions Sound Effects.wav,"Wind in a tree, close to the foliage.wav",spider_monkeys.wav,Rural nightfall atmos.wav,Japan_Yukinoura_Bamboo_Forest_and_Road_.wav,rainy alleyway.wav,pineforest winter NL SHORT 130110_00.wav
Operating a sewing machine strongly and at a high speed.,JM_MACHINE_Coffee Machine 01 - Office.wav,sd_coffee3.wav,Sewing_machine_OWI.wav,Closing automatic garage door.wav,ModernSewingMachine.wav,25_MIXER.wav,Construction Work 1 - 44.1kHz16Bit - Measurement Mirophone - Mono - TASCAM_DR40 - normalized - fade in and fade out low-3.wav,refrigerator buzzing.wav,kitchen refrigerator working.wav,WM_drain_pre_spin_cycle_24_96_mono.wav
Someone is using a hammer to bang repeatedly on wood.,door walking exit.wav,Door pounding - increasing intensity.wav,fist bang 2.wav,echo_ljubljana_castle.wav,closing washing machine.wav,pukanie1.wav,entering1.wav,150209 Trevor Webb Snooker.wav,Metal_Tin_Hit_bang.wav,Opening Closing old oven.wav
Some pieces of paper are being ripped up.,Washing short hair.wav,Melon Stabs (Juicy).wav,Cash Money sounds_fieldtapes.wav,Brushing Hair.wav,bread_in_toaster.wav,Cutting paper.wav,envelope.wav,"Footsteps, slippers dragging on tile.wav",Clothing Rubbing Foley Sound.wav,Booklet_-_Leaf_through_02_L_Close_R_Distant.wav
The sound is from the factory by the machine.,ambiant hangar sound.wav,20091217.05.street.cleaning.wav,refrigerator buzzing.wav,Apartment Ambiance 2.wav,traffic from inside an apartment.wav,WM_drain_pre_spin_cycle_24_96_mono.wav,lift_relais.wav,NY 176andSt.Nicholas AMB.wav,City Street.wav,bath room fan.wav
Frog is shout it in the water and give one noise.,2_frogs_qinghua.wav,alabamaFrogs.wav,Clark&#39;s Nutcrackers 01.wav,Birds and insects in the wetlands of Melissant.wav,Waterflow_Ib.wav,Stream trickling with small waterfall close by.wav,creekclose.wav,Espresso Machine.wav,Vieques night soundscape 10-10-10.wav,drainage pipe running.wav
"Someone approaching, opening a creaky door, then shutting the creaky door.",door_squeaky.wav,FX_Closing Sqeezing Wooden Door.wav,Opening and Closing an old Glass Door.wav,creaky-door-11.wav,Squeaky Windshield Wipers.wav,door sound.wav,Coming into a hospital in saturday.wav,Elevator Ride and Door Open Merchants Bldg.wav,bread_machine_1.wav,Squeaking of door handle and rumbling of door.wav
People sing and play instruments while others talk and then clap.,train-station-Rajasthan.wav,Busy Drug Store.wav,Inside Servaas Church 01 100411.wav,20091214.christmas.song.wav,BigCrowdBigHall.wav,In_a_que01.wav,Ousman Ramble.wav,toy_tower.wav,20110212_mercado.05.wav,20091217.20.pedestrians.wav
A person is scratching something to make a hallow and inconsistent sound.,md1trk13.wav,erasing 1.wav,Foley Man Collapsing.wav,Filing Nail.wav,Scraping of a Carpet with a Brush.wav,Brushing Hair.wav,stretch .wav,Writing_Fx.wav,150209 Trevor Webb Teeth Brushing.wav,foley noisy chair moving standing up different speed.wav
Machinery is operating in a circular motion and bangs periodically.,ambiant hangar sound.wav,refrigerator buzzing.wav,lift_relais.wav,bath room fan.wav,Apartment Ambiance 2.wav,dumpster truck.wav,20091217.05.street.cleaning.wav,indoors WC bathroom ambient room tone.wav,WM_drain_pre_spin_cycle_24_96_mono.wav,Ambience_hurricane tube_low freq.wav
An apartment fire alarm goes off continuously while a child is speaking in the background.,Sound_FX_dishmachine_digital.wav,Apartment Ambiance 2.wav,Inside Car Ambience Next to School More Quiet Version.wav,20110823_mountain.01.wav,Sirena_24.05.11.wav,vendedor_ambulante.wav,traffic from inside an apartment.wav,dog howl in woods.wav,indoors house ambient living room tone distant neighbours and traffic.wav,Omni_Ambiental_ParkingLot.wav
A metal drum makes sound as its being hit with metal.,clang_metal_(hit).wav,Ambience_hurricane tube_low freq.wav,Hammering_Empty tank_large_CLOSE.wav,safe deposit box lock-unlock.wav,kettle-watergong3.wav,contact_mic_on_satellite_dish09.wav,Hammering on Anvil.wav,Metal_Tin_Hit_bang.wav,04122 metallic cinematic hits.wav,clunks_in_water.wav
Something makes a faint tapping sound as a jet aircraft passes overhead.,5_Navy-Blue-Angels-jets_CLIP.wav,treinREM2.wav,airliner_ascend.wav,thunder wind 02.wav,jetengines.wav,Ambience of the battle field2.wav,Tornado Left To  Right.wav,2009-07-23_1554_Serralves Park Airplane flying by.wav,Synth Wind.wav,traffic-construction-noise.wav
An engine is running as three vehicles pass by.,traffic_night_street.wav,Diesel truck and small car.wav,traffic at green light.wav,Highway Traffic_1-2.wav,Japan_Yukinoura_Bamboo_Forest_and_Road_.wav,Engine Reving.wav,tata_hungary__ady_endre_road_20080718.wav,psikedelic.wav,Boulevard with motorbike.wav,german motorway or the autobahn.wav
It is like ambulance siren and it is moving fast.,Ambulence - WARNING LOUD.wav,STREET_AMBULANCE_01.wav,police motorcycle distance to stop.wav,Sirena_24.05.11.wav,Whelen Piercer.wav,vendedor_ambulante.wav,Synth Wind.wav,FIRE ENGINE long approach and drive away.wav,004-Ambient Recording at Saint-Augustin (FR 7pm in October).wav,PlanetaryAndXporterSingleLoop_STTOS_recreated.wav
A instrumental sound for a short time and a person is speaking.,Hair Clippers 2.wav,IRON_SLIDE.wav,trolley car B.wav,Windermere Ferry Door Closing.wav,thebit2.wav,water jugs.wav,Tone Shift.wav,Windchimes + Neighborhood Mutt.wav,vendedor_ambulante.wav,radio_am_01.wav
The insects makes noisy sound mostly at night.,AugustNightInCornField.wav,Cicada 1.wav,August night.wav,20060804.marshes.cricket02.wav,greece_naxos_cicadas_6.wav,Cricket2.wav,Crickets Night 2.wav,Night in nature 2.wav,20060426.marsh.crikets.bee-eaters.stereo.wav,high park crickets.3.wav
Crickets are chirping at different levels of volume.,AugustNightInCornField.wav,August night.wav,Cicada 1.wav,20060804.marshes.cricket02.wav,Night in nature 2.wav,Crickets Night 2.wav,"Insects in the herbs of the plain, thunders in background.wav",20060426.marsh.crikets.bee-eaters.stereo.wav,Tokyo-cicadas.wav,20070628.casual.ambiance.wav
Crickets are awake and being loud with their sounds while some cars drive past.,Cricket2.wav,Cicada.1.45.wav,AugustNightInCornField.wav,hereg_hungary__car_passing_by_1_20080712.wav,Crickets Night 2.wav,high park crickets.3.wav,hereg_hungary__car_passing_by_2_20080712.wav,Cicada 1.wav,20110903_cycadas.n.wind.06.wav,August night.wav
Someone is walking and birds are singing faintly.,footsteps-gravel-birds.wav,footsteps in woods.wav,nia walking.wav,Walking on Wood Floor.wav,20060510.walk.scrub.wav,running_forest_snow.wav,the sound of melting snow on the path high in the mountains - front.wav,Footsteps Dirt 02.wav,3 persons walking slowly on grass noisy ambient 2.wav,horse in woods 130213_00.wav
clanging of metallic objects against themselves and then being put down.,Glasses Kitchen_IO.wav,Bell from large rabbit plush.wav,bruits.chute.petite.urne.gravillons.wav,object falls on wood.wav,abandoned-ballroom-objects-wood-metal.wav,kitchen indoor atmosphere.wav,3overtones.wav,Pounding a metal stake with hammer v2.wav,Metal_Tin_Hit_bang.wav,clunks_in_water.wav
A animal is playing some sound in the forest.,August night.wav,Night in nature 2.wav,AugustNightInCornField.wav,Tokyo-cicadas.wav,20070628.casual.ambiance.wav,high park crickets.3.wav,"Insects in the herbs of the plain, thunders in background.wav",Cricket2.wav,070821_flsp_narrows.wav,20060426.marsh.crikets.bee-eaters.stereo.wav
A car is approaching and screeching it's tires and a woman laughs.,bike race 05.wav,tata_hungary__ady_endre_road_20080718.wav,street.wav,Japan_Yukinoura_Bamboo_Forest_and_Road_.wav,Place Pigalle ambience Paris.wav,Neighbourhood Ambiance.wav,Highway Traffic_1-2.wav,Diesel truck and small car.wav,Boulevard with motorbike.wav,Crossroads with traffic lights #1.wav
heavy rain with thunder and lightning storm environment.,very strong thunder by fresco.wav,thunder_nl.wav,Rain falling and thunder clapping in a storm.wav,LightningCrash.wav,rain_villaverde1.wav,Torden og lynild 3.wav,20070610.thunder.wav,Storm in the mountain forest of Parc regional des Cevennes_1.wav,thunderstorm_4.wav,0808091.wav
Low dragged out growl that pauses and comes back in a lower and longer tone.,radio_am_01.wav,rutting deer 2.wav,ambient bubbling liquid.wav,014_House_Fan.wav,trame5_5.wav,Mouth Wind Howling.wav,Voktebef_I&#39;m not sure if I&#39;m here.wav,earthkiller background 1.wav,Interference3.wav,Pad_1_w_melody.wav
"Geese are honking ever louder, then fading away.",Canada geese.wav,Old metal pail.wav,sheep calling her baby lambs.wav,20080302.sheeps.close.wav,city pond ducks yell.wav,ship horn.wav,004-Ambient Recording at Saint-Augustin (FR 7pm in October).wav,20080321.warbler.n.dogs.wav,single bird.wav,rutting deer 2.wav
A woman is trembling and falling of the wooden sounds well.,Ball bouncing.wav,RainFallsonUmbrellaMcCoy.wav,jetengines.wav,Paper_Shake.wav,Microwave1.wav,bath room fan.wav,natural_wind.wav,thunder wind 02.wav,water blups.wav,FootstepsOnaDock.wav
A slow sound becomes faster and faster at the end.,CR SharktoGnawAmb.wav,stretch .wav,water blups.wav,graveylargo.wav,014_House_Fan.wav,RainFallsonUmbrellaMcCoy.wav,ambient bubbling liquid.wav,novasound7100.wav,"wind, basement, dripping water.wav",bath room fan.wav
Heavy rainfall as someone walks through puddles of water.,Rain 02 091012.wav,Fountain at place pigale - Paris - France.wav,Heavy wind and rain.wav,rainy alleyway.wav,"Rain next to open window, dog barks in the distance.wav",White Water.wav,Rain_Patter_01.wav,"Wind in a tree, close to the foliage.wav",20100110.rain.marshes.wav,Heavy Rain tin roof.wav
A lawnmower or other tractor device being used outside.,engine boat passing by.wav,arrancada i aturada de la moto.wav,TAMPER_0332.wav,03199 power generator construction place .wav,cinemato.wav,ATV foley &amp; drive in woods - Reverberant [ST].wav,Rain on the Window Sill (indoors).wav,FP_Diesel_Tractor_Start_Run.wav,bumble bee web.wav,11_car_radio.wav
walking in the path and it is rain in the area.,rainy alleyway.wav,"Wind in a tree, close to the foliage.wav",Rain 02 091012.wav,Heavy wind and rain.wav,RainFallsonUmbrellaMcCoy.wav,Heavy Rain tin roof.wav,"Rain next to open window, dog barks in the distance.wav",20100110.rain.marshes.wav,rainy morning in town.wav,13_Rain_onGrassStone_Gutter_44_16.wav
Convenience store door opening bell rings and the bell echo continues for a while and dies out.,Doorsbell.wav,More Bells.wav,church bell_ljubljana.wav,templebell.wav,20060729.lid.wav,metal-bowl-long-decay.wav,Bell Ring.R.wav,1167church_clock_striking_ten.wav,20101118.omnium.sanctorum.wav,bikebell.wav
A person is trying to taking the rusting bucket.,Foley Man Collapsing.wav,foley noisy chair moving standing up different speed.wav,entering shower moving curtain raffle raffling foley VARIOUS TAKES.wav,Brushing Hair.wav,closing washing machine.wav,Scraping of a Carpet with a Brush.wav,Blinds being opened and closed quickly and slowly.wav,Walking Downstairs.wav,plastic foil (outdoor recording).wav,Walking on Wood Floor.wav
WInd chymes being hit by wind making a beautiful melody.,crossing bells.wav,"wind, basement, dripping water.wav",THAI GONG3.wav,clunks_in_water.wav,20060729.lid.wav,templebell.wav,resonante bass ring-15.J.wav,Hammering_Empty tank_large_CLOSE.wav,Mouth Wind Howling.wav,Klangschale weich ff.wav
A printer beeps and then proceeds to start running.,md3trk7.wav,Fan noise.wav,Short circuit.wav,bread_machine_1.wav,raindrops on metal_police background.wav,Office environment.wav,traffic from inside an apartment.wav,ambiant hangar sound.wav,sd_coffee3.wav,antique-sawmill-01.wav
Someone is frantically knocking on a door and the knocks get louder.,door walking exit.wav,pukanie1.wav,fist bang 2.wav,RowanMagennis_160019_SD100_DeadBodyHitsWoodenFloor.wav,entering1.wav,150209 Trevor Webb Snooker.wav,FX_Closing Sqeezing Wooden Door.wav,closing washing machine.wav,Opening Closing old oven.wav,door_squeaky.wav
Some people are speak very loudly in public place and made one energy at a time.,Ambience outside a series of restaurants.wav,jf Resonant Space.wav,16 coffee shop ambience.wav,Mall Ambient.wav,Cafe 1.wav,Portugese Fish Market.wav,stenochscentre.wav,08-Bakken_RacingCars.wav,BigCrowdBigHall.wav,20110212_mercado.05.wav
Emptying a liquid from one vessel to another then throwing the container a way.,gootsteen.wav,Plastic Rain Barrel long.wav,Water_bubbles_stereo_StereoPiezo_44_24.wav,Water plopping in pulling out small object.wav,dishwasher01.wav,Washing and scrubbing.wav,Draining Kitchen Sink by Fajack.wav,"Water - Leak, small.wav",Plastic Rain Barrel short.wav,Dropping water.wav
Three times a loud sound is audible at a regular interval.,screech_owl.wav,bath room fan.wav,Cicada 1.wav,Crickets Night 2.wav,Desert at Night.wav,PlanetaryAndXporterSingleLoop_STTOS_recreated.wav,crossing bells.wav,"wind, basement, dripping water.wav",stray_dogs.wav,resonante bass ring-15.J.wav
Someone opens a squeaky wooden door and then pressed a button that makes a beeping sound.,creaky-door-11.wav,FX_Closing Sqeezing Wooden Door.wav,door walking exit.wav,door_squeaky.wav,Squeaky Windshield Wipers.wav,door sound.wav,Squeaking of door handle and rumbling of door.wav,Short circuit.wav,Old metal pail.wav,entering1.wav
A machine echoing in a basement and then fading out.,refrigerator buzzing.wav,bath room fan.wav,ambiant hangar sound.wav,indoors WC bathroom ambient room tone.wav,NY 176andSt.Nicholas AMB.wav,kitchen refrigerator working.wav,Apartment Ambiance 2.wav,earthkiller background 1.wav,dumpster truck.wav,washing_machine_beginning.wav
